
31	4	8.043131	1.477871	0.197851	0.079085	0.000000	0.000000	0.000000	0.000317	0.277254	
32	6	7.960590	1.233377	0.285292	0.011877	0.000000	0.000000	0.018330	0.112234	0.427733	
33	7	8.132828	1.186054	0.445284	0.021973	0.004964	0.000000	0.000000	0.000000	0.472221	
34	5	8.091886	1.610707	0.214198	0.018854	0.000000	0.000000	0.021604	0.000000	0.254657	
35	5	8.080236	1.469181	0.323327	0.030997	0.000000	0.000000	0.000000	0.000000	0.354324	
36	4	8.303854	1.774833	0.116632	0.000000	0.038348	0.013099	0.000000	0.000000	0.168080	
37	4	8.057121	1.520199	0.153443	0.027432	0.000000	0.000000	0.000000	0.000000	0.180875	
38	10	8.189987	1.482783	0.186220	0.008330	0.000000	0.011381	0.023074	0.000000	0.229006	
39	4	8.123855	1.097855	0.352613	0.015023	0.000000	0.000000	0.000000	0.000000	0.367636	
40	6	8.142249	1.106037	0.382606	0.097392	0.002465	0.000000	0.000000	0.000000	0.482464	
41	4	8.197586	1.461889	0.100140	0.029881	0.010021	0.000000	0.004345	0.000000	0.144387	
42	7	8.077061	1.255468	0.266235	0.000000	0.002618	0.004173	0.037093	0.000000	0.310119	
43	4	7.984062	1.456686	0.090763	0.123753	0.000000	0.000000	0.000000	0.000450	0.214966	
44	6	8.134225	1.160433	0.261437	0.000000	0.007625	0.000000	0.000000	0.016220	0.285282	
45	9	8.156149	1.280710	0.310256	0.006978	0.000000	0.000000	0.000700	0.020044	0.337978	
46	6	8.173512	1.233298	0.201628	0.000000	0.000000	0.000000	0.000000	0.000388	0.202015	
47	6	8.201519	1.878496	0.069835	0.109931	0.000000	0.000000	0.094681	0.000000	0.274448	
48	7	8.253575	1.278639	0.017141	0.084762	0.000000	0.006420	0.000000	0.002647	0.110970	
49	7	8.353523	1.183178	0.360785	0.035791	0.094609	0.000000	0.000000	0.000000	0.491184	
50	11	8.104275	1.088555	0.131209	0.282403	0.032980	0.142001	0.000165	0.009978	0.598738	
51	5	8.336930	1.489191	0.078144	0.000000	0.018552	0.000000	0.009102	0.000000	0.105799	
52	5	8.362195	1.487980	0.067700	0.000405	0.099686	0.000000	0.040656	0.000000	0.208447	
53	7	8.230066	1.193716	0.098954	0.090927	0.029275	0.000000	0.000000	0.000000	0.219156	
54	2	8.319216	1.388409	0.145337	0.000000	0.000000	0.000000	0.000000	0.000000	0.145337	
55	3	8.261602	1.581668	0.359928	0.000000	0.000000	0.000000	0.000000	0.000000	0.359928	
56	7	8.291395	1.518043	0.060088	0.000000	0.000000	0.171652	0.001865	0.000000	0.233606	
57	8	8.299978	1.381774	0.350853	0.000000	0.000169	0.195297	0.000000	0.000000	0.546319	
58	6	8.202434	1.145096	0.080867	0.110004	0.000000	0.144724	0.000000	0.000000	0.335595	
59	8	8.017193	1.400392	0.416477	0.045601	0.000000	0.174744	0.000000	0.000000	0.636822	
60	6	8.181008	1.216695	0.203787	0.000739	0.000000	0.079357	0.000000	0.000000	0.283882	
61	4	8.097344	1.398688	0.059942	0.036732	0.000000	0.000000	0.000000	0.008669	0.105343	
62	7	8.150566	1.135527	0.478263	0.000000	0.000000	0.000000	0.000000	0.000000	0.478263	
63	3	8.307507	1.580827	0.073019	0.000000	0.000000	0.020785	0.000000	0.000000	0.093804	
64	4	8.255826	1.403967	0.074806	0.017243	0.000000	0.000000	0.008118	0.000000	0.100167	
65	5	8.213432	1.294992	0.230448	0.000000	0.000000	0.000000	0.000000	0.000000	0.230448	
66	5	8.160394	1.420996	0.213526	0.000000	0.001224	0.000000	0.007053	0.000000	0.221803	
67	4	8.253564	1.365587	0.280978	0.004225	0.000000	0.022089	0.000000	0.000000	0.307291	
68	6	8.328719	1.382726	0.048381	0.064846	0.000848	0.030389	0.000000	0.000078	0.144542	
69	9	8.201881	1.154925	0.264666	0.000000	0.310815	0.000000	0.000000	0.004225	0.579705	
70	9	8.236636	1.310596	0.412761	0.000000	0.067032	0.000000	0.000000	0.040742	0.520535	
71	8	8.053219	1.079631	0.418092	0.031869	0.049209	0.000000	0.000000	0.000000	0.499170	
72	7	8.030731	1.096587	0.451147	0.090418	0.000000	0.002854	0.000000	0.000000	0.544419	
73	8	8.112404	1.347460	0.542109	0.052684	0.000000	0.000000	0.000000	0.000000	0.594794	
74	5	8.113797	1.077080	0.466502	0.030938	0.000000	0.000000	0.000000	0.000000	0.497440	
75	5	8.146339	1.619772	0.235586	0.023513	0.000000	0.056410	0.000000	0.000000	0.315509	
76	10	8.184647	1.138240	0.183566	0.000000	0.037918	0.016057	0.000000	0.013802	0.251343	
77	9	8.182423	1.063265	0.296282	0.000000	0.112461	0.021359	0.068110	0.000000	0.498212	
78	9	8.184240	0.991364	0.255263	0.064014	0.233427	0.200929	0.000000	0.000000	0.753632	
79	8	8.159295	0.927910	0.153945	0.032343	0.065080	0.217396	0.000000	0.000000	0.468764	
80	10	8.170967	1.318867	0.259293	0.043997	0.086356	0.241200	0.035075	0.000000	0.665921	
81	8	8.326373	1.274408	0.167425	0.021992	0.087783	0.166279	0.000000	0.000000	0.443479	
82	9	8.244471	1.091495	0.260309	0.000000	0.217075	0.095742	0.004897	0.012595	0.590618	
83	10	8.161373	0.938286	0.157193	0.032994	0.227388	0.089121	0.000000	0.000000	0.506696	
84	8	8.074945	1.166410	0.129095	0.002870	0.178733	0.075850	0.052069	0.000000	0.438617	
85	10	8.167181	1.049620	0.235867	0.287729	0.175986	0.147856	0.063160	0.000000	0.910599	
86	8	8.199421	1.009734	0.380189	0.051794	0.072367	0.083851	0.171496	0.000000	0.759697	
87	5	8.157343	1.316404	0.150583	0.000000	0.177078	0.099379	0.000000	0.000000	0.427039	
