
31	1	13	99	7	69	0.000000	0.000000	0.000000	0.071080	0.000000	0.000000	0.000000	0.000317	
32	3	2	109	2	119	0.000000	0.000000	0.450900	0.000000	0.000000	0.000000	0.018330	0.000000	
32	3	7	203	4	352	0.000000	0.000000	0.000000	1.050994	0.000000	0.000000	0.000000	0.069436	
32	3	8	251	2	119	0.000000	0.000000	0.000000	-0.826502	0.000000	0.000000	0.000000	0.042798	
33	1	3	236	4	190	-0.124673	0.000000	0.000000	0.000000	0.004964	0.000000	0.000000	0.000000	
34	2	19	167	4	118	0.000000	0.000000	0.399672	0.000000	0.000000	0.000000	0.020711	0.000000	
34	2	4	118	7	402	0.000000	0.000000	0.090054	0.000000	0.000000	0.000000	0.000894	0.000000	
36	2	2	108	17	118	0.412974	0.000000	0.000000	0.000000	0.038348	0.000000	0.000000	0.000000	
36	2	7	141	15	267	0.000000	0.350928	0.000000	0.000000	0.000000	0.013099	0.000000	0.000000	
38	4	2	103	13	94	0.000000	0.000000	0.059218	0.000000	0.000000	0.000000	0.000389	0.000000	
38	4	5	143	13	71	0.000000	-0.283406	0.000000	0.000000	0.000000	0.011381	0.000000	0.000000	
38	4	18	282	10	222	0.000000	0.000000	-0.262897	0.000000	0.000000	0.000000	0.009460	0.000000	
38	4	10	222	9	25	0.000000	0.000000	0.336524	0.000000	0.000000	0.000000	0.013226	0.000000	
40	1	2	160	2	39	0.107892	0.000000	0.000000	0.000000	0.002465	0.000000	0.000000	0.000000	
41	2	15	173	4	7	0.230133	0.000000	0.000000	0.000000	0.010021	0.000000	0.000000	0.000000	
41	2	4	7	2	162	0.000000	0.000000	-0.211487	0.000000	0.000000	0.000000	0.004345	0.000000	
42	3	10	172	2	152	-0.114107	0.000000	0.000000	0.000000	0.002618	0.000000	0.000000	0.000000	
42	3	6	23	14	166	0.000000	0.178047	0.000000	0.000000	0.000000	0.004173	0.000000	0.000000	
42	3	4	343	9	267	0.000000	0.000000	-0.549658	0.000000	0.000000	0.000000	0.037093	0.000000	
43	1	7	342	15	283	0.000000	0.000000	0.000000	0.084609	0.000000	0.000000	0.000000	0.000450	
44	2	2	431	2	141	0.000000	0.000000	0.000000	-0.508811	0.000000	0.000000	0.000000	0.016220	
44	2	1	61	2	36	-0.177603	0.000000	0.000000	0.000000	0.007625	0.000000	0.000000	0.000000	
45	2	2	176	13	52	0.000000	0.000000	0.000000	0.567161	0.000000	0.000000	0.000000	0.020044	
45	2	18	268	8	235	0.000000	0.000000	-0.074302	0.000000	0.000000	0.000000	0.000700	0.000000	
46	1	11	46	9	152	0.000000	0.000000	0.000000	-0.078780	0.000000	0.000000	0.000000	0.000388	
47	2	19	57	11	82	0.000000	0.000000	-0.054494	0.000000	0.000000	0.000000	0.000365	0.000000	
47	2	12	239	7	236	0.000000	0.000000	0.873179	0.000000	0.000000	0.000000	0.094317	0.000000	
48	2	9	292	7	123	0.000000	0.000000	0.000000	-0.206110	0.000000	0.000000	0.000000	0.002647	
48	2	16	54	4	139	0.000000	-0.219859	0.000000	0.000000	0.000000	0.006420	0.000000	0.000000	
49	1	7	272	1	163	0.651897	0.000000	0.000000	0.000000	0.094609	0.000000	0.000000	0.000000	
50	5	10	80	16	64	0.000000	0.000000	0.000000	-0.399745	0.000000	0.000000	0.000000	0.009978	
50	5	10	80	5	203	0.000000	0.000000	-0.034137	0.000000	0.000000	0.000000	0.000165	0.000000	
50	5	7	239	10	173	-0.190798	0.000000	0.000000	0.000000	0.009631	0.000000	0.000000	0.000000	
50	5	16	64	7	261	0.307900	0.000000	0.000000	0.000000	0.023349	0.000000	0.000000	0.000000	
50	5	10	151	10	173	0.000000	-1.133510	0.000000	0.000000	0.000000	0.142001	0.000000	0.000000	
51	2	16	64	7	267	0.275156	0.000000	0.000000	0.000000	0.018552	0.000000	0.000000	0.000000	
51	2	16	64	8	106	0.000000	0.000000	0.256656	0.000000	0.000000	0.000000	0.009102	0.000000	
52	2	4	405	10	228	0.000000	0.000000	-0.540991	0.000000	0.000000	0.000000	0.040656	0.000000	
52	2	16	65	7	266	0.637819	0.000000	0.000000	0.000000	0.099686	0.000000	0.000000	0.000000	
53	1	12	91	9	387	0.319314	0.000000	0.000000	0.000000	0.029275	0.000000	0.000000	0.000000	
56	3	18	74	7	403	0.000000	0.647054	0.000000	0.000000	0.000000	0.060073	0.000000	0.000000	
56	3	3	373	1	286	0.000000	0.000000	0.119344	0.000000	0.000000	0.000000	0.001865	0.000000	
56	3	11	333	12	38	0.000000	0.905579	0.000000	0.000000	0.000000	0.111579	0.000000	0.000000	
57	3	5	301	11	282	-0.027078	0.000000	0.000000	0.000000	0.000169	0.000000	0.000000	0.000000	
57	3	7	231	10	167	0.000000	0.877652	0.000000	0.000000	0.000000	0.093409	0.000000	0.000000	
57	3	11	321	12	44	0.000000	0.922433	0.000000	0.000000	0.000000	0.101888	0.000000	0.000000	
58	2	10	124	11	307	0.000000	0.385753	0.000000	0.000000	0.000000	0.015663	0.000000	0.000000	
58	2	11	307	12	44	0.000000	1.038175	0.000000	0.000000	0.000000	0.129061	0.000000	0.000000	
59	1	11	315	12	35	0.000000	1.207668	0.000000	0.000000	0.000000	0.174744	0.000000	0.000000	
60	1	11	313	12	43	0.000000	0.814075	0.000000	0.000000	0.000000	0.079357	0.000000	0.000000	
61	1	2	366	2	251	0.000000	0.000000	0.000000	0.402936	0.000000	0.000000	0.000000	0.008669	
63	1	11	69	5	148	0.000000	0.419151	0.000000	0.000000	0.000000	0.020785	0.000000	0.000000	
64	1	15	70	15	240	0.000000	0.000000	-0.267185	0.000000	0.000000	0.000000	0.008118	0.000000	
66	2	19	67	4	318	0.000000	0.000000	0.243051	0.000000	0.000000	0.000000	0.007053	0.000000	
66	2	2	154	2	28	0.078020	0.000000	0.000000	0.000000	0.001224	0.000000	0.000000	0.000000	
67	1	3	266	3	64	0.000000	-0.389535	0.000000	0.000000	0.000000	0.022089	0.000000	0.000000	
68	3	14	223	9	78	-0.054071	0.000000	0.000000	0.000000	0.000848	0.000000	0.000000	0.000000	
68	3	3	231	3	224	0.000000	-0.452065	0.000000	-0.163548	0.000000	0.030389	0.000000	0.000078	
69	3	4	39	8	92	0.000000	0.000000	0.000000	0.260698	0.000000	0.000000	0.000000	0.004225	
69	3	12	58	11	289	1.057534	0.000000	0.000000	0.000000	0.141695	0.000000	0.000000	0.000000	
69	3	17	215	16	14	-0.828650	0.000000	0.000000	0.000000	0.169120	0.000000	0.000000	0.000000	
70	3	9	173	8	6	0.000000	0.000000	0.000000	-0.805511	0.000000	0.000000	0.000000	0.040742	
