
31	4	2	100	0.587115	0.000000	0.092493	0.000000	
31	4	13	99	0.013643	0.000000	0.000082	0.000000	
31	4	10	133	0.501107	0.000000	0.105277	0.000000	
31	4	7	69	0.000000	0.573798	0.000000	0.079085	
32	6	2	109	0.706231	0.000000	0.171329	0.000000	
32	6	10	135	0.343175	0.000000	0.049375	0.000000	
32	6	7	203	0.362659	0.000000	0.064589	0.000000	
32	6	8	251	0.000000	0.217866	0.000000	0.011877	
32	6	2	119	0.000000	0.000000	0.000000	0.000000	
32	6	4	352	0.000000	0.000000	0.000000	0.000000	
33	7	2	110	0.477491	0.000000	0.078319	0.000000	
33	7	10	146	0.599190	0.000000	0.154471	0.000000	
33	7	7	204	0.657798	0.000000	0.212493	0.000000	
33	7	6	67	0.000000	-0.194794	0.000000	0.009382	
33	7	9	331	0.000000	0.223753	0.000000	0.012590	
33	7	3	236	0.000000	0.000000	0.000000	0.000000	
33	7	4	190	0.000000	0.000000	0.000000	0.000000	
34	5	2	107	0.610588	0.000000	0.128066	0.000000	
34	5	19	167	0.000000	0.000000	0.000000	0.000000	
34	5	4	118	0.000000	-0.274289	0.000000	0.018854	
34	5	7	203	0.418796	0.000000	0.086132	0.000000	
34	5	7	402	0.000000	0.000000	0.000000	0.000000	
35	5	2	107	0.725441	0.000000	0.180776	0.000000	
35	5	9	84	0.000000	0.350433	0.000000	0.030878	
35	5	7	204	0.480697	0.000000	0.113476	0.000000	
35	5	16	134	0.000000	0.021756	0.000000	0.000119	
35	5	3	269	0.226621	0.000000	0.029075	0.000000	
36	4	2	108	0.582694	0.000000	0.116632	0.000000	
36	4	7	141	0.000000	0.000000	0.000000	0.000000	
36	4	15	267	0.000000	0.000000	0.000000	0.000000	
36	4	17	118	0.000000	0.000000	0.000000	0.000000	
37	4	2	110	0.661443	0.000000	0.150288	0.000000	
37	4	5	141	0.000000	-0.270325	0.000000	0.018069	
37	4	1	121	0.000000	0.192963	0.000000	0.009362	
37	4	19	189	0.078014	0.000000	0.003156	0.000000	
38	10	2	103	0.606100	-0.186224	0.126190	0.008330	
38	10	14	314	-0.170505	0.000000	0.013811	0.000000	
38	10	5	143	0.000000	0.000000	0.000000	0.000000	
38	10	7	210	0.264054	0.000000	0.034646	0.000000	
38	10	13	71	0.000000	0.000000	0.000000	0.000000	
38	10	12	256	0.014597	0.000000	0.000106	0.000000	
38	10	13	94	0.000000	0.000000	0.000000	0.000000	
38	10	18	282	0.000000	0.000000	0.000000	0.000000	
38	10	10	222	0.144355	0.000000	0.011467	0.000000	
38	10	9	25	0.000000	0.000000	0.000000	0.000000	
39	4	2	106	0.561864	0.000000	0.108442	0.000000	
39	4	7	207	0.569594	0.000000	0.161214	0.000000	
39	4	11	256	0.000000	0.244687	0.000000	0.015023	
39	4	10	227	0.388278	0.000000	0.082957	0.000000	
40	6	10	270	0.429663	0.000000	0.107026	0.000000	
40	6	7	214	0.318658	0.000000	0.050457	0.000000	
40	6	3	284	0.000000	0.629725	0.000000	0.097392	
40	6	1	65	-0.413764	0.000000	0.086101	0.000000	
40	6	2	160	0.641390	0.000000	0.139022	0.000000	
40	6	2	39	0.000000	0.000000	0.000000	0.000000	
41	4	15	173	0.000000	0.000000	0.000000	0.000000	
41	4	4	7	0.000000	0.000000	0.000000	0.000000	
41	4	5	214	0.000000	-0.347629	0.000000	0.029881	
41	4	2	162	0.544357	0.000000	0.100140	0.000000	
42	7	10	172	0.414093	0.000000	0.081893	0.000000	
42	7	6	23	0.000000	0.000000	0.000000	0.000000	
42	7	14	166	0.014758	0.000000	0.000107	0.000000	
42	7	4	343	0.000000	0.000000	0.000000	0.000000	
42	7	10	235	0.061171	0.000000	0.002081	0.000000	
42	7	9	267	0.000000	0.000000	0.000000	0.000000	
42	7	2	152	0.734177	0.000000	0.182155	0.000000	
43	4	7	342	0.000000	0.000000	0.000000	0.000000	
43	4	6	98	0.000000	-0.703889	0.000000	0.123753	
43	4	15	283	0.044961	0.000000	0.000944	0.000000	
43	4	2	154	0.515541	0.000000	0.089818	0.000000	
44	6	2	431	0.000000	0.000000	0.000000	0.000000	
44	6	1	61	0.000000	0.000000	0.000000	0.000000	
44	6	7	238	0.541770	0.000000	0.145848	0.000000	
44	6	15	171	0.334438	0.000000	0.052280	0.000000	
44	6	2	36	0.000000	0.000000	0.000000	0.000000	
44	6	2	141	0.425440	0.000000	0.063309	0.000000	
45	9	15	186	0.494321	0.000000	0.111324	0.000000	
45	9	2	176	0.000000	0.000000	0.000000	0.000000	
45	9	18	268	0.000000	0.166988	0.000000	0.006978	
45	9	7	239	0.347828	0.000000	0.060117	0.000000	
45	9	2	310	0.213310	0.000000	0.021849	0.000000	
45	9	13	52	0.000000	0.000000	0.000000	0.000000	
45	9	1	151	-0.359197	0.000000	0.061835	0.000000	
45	9	8	235	0.000000	0.000000	0.000000	0.000000	
45	9	2	136	0.397013	0.000000	0.055131	0.000000	
46	6	19	142	-0.313203	0.000000	0.047764	0.000000	
46	6	11	46	0.000000	0.000000	0.000000	0.000000	
46	6	9	152	0.000000	0.000000	0.000000	0.000000	
46	6	7	231	0.407225	0.000000	0.080463	0.000000	
46	6	1	258	-0.166313	0.000000	0.014566	0.000000	
46	6	2	137	0.410133	0.000000	0.058835	0.000000	
47	6	19	57	0.000000	0.000000	0.000000	0.000000	
47	6	17	247	0.070307	0.000000	0.002531	0.000000	
47	6	12	239	0.000000	0.000000	0.000000	0.000000	
47	6	7	236	0.368033	-0.396149	0.067305	0.039460	
47	6	11	82	0.000000	0.000000	0.000000	0.000000	
47	6	6	270	0.000000	-0.529400	0.000000	0.070471	
48	7	18	296	0.000000	0.495065	0.000000	0.060944	
48	7	7	239	0.183512	0.000000	0.016734	0.000000	
48	7	9	292	0.000000	0.308095	0.000000	0.023818	
48	7	7	378	-0.029062	0.000000	0.000407	0.000000	
48	7	16	54	0.000000	0.000000	0.000000	0.000000	
48	7	4	139	0.000000	0.000000	0.000000	0.000000	
48	7	7	123	0.000000	0.000000	0.000000	0.000000	
49	7	18	306	0.000000	0.379892	0.000000	0.035791	
49	7	7	239	0.474698	0.000000	0.111971	0.000000	
49	7	15	155	0.366539	0.000000	0.064388	0.000000	
49	7	5	101	-0.057754	0.000000	0.001962	0.000000	
49	7	7	272	0.000000	0.000000	0.000000	0.000000	
49	7	1	163	-0.331388	0.000000	0.052631	0.000000	
49	7	10	157	0.534817	0.000000	0.129833	0.000000	
50	11	18	305	0.000000	0.861756	0.000000	0.184169	
50	11	3	299	0.000000	0.546317	0.000000	0.073800	
50	11	10	80	0.000000	0.000000	0.000000	0.000000	
50	11	6	64	0.000000	-0.314346	0.000000	0.024433	
